,Season,Squad,W,D,L,GF,GA,Pts,Sh,SoT,FK,PK,Cmp,Att,Cmp%,CK,CrdY,CrdR,Fls,PKcon,OG
1487,1953-1954,Aston Villa,16,9,17,70,68,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1488,1953-1954,Portsmouth,14,11,17,81,89,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1489,1953-1954,Newcastle Utd,14,10,18,72,77,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1490,1953-1954,Tottenham,16,5,21,65,76,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1491,1953-1954,Manchester City,14,9,19,62,77,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1492,1953-1954,Sunderland,14,8,20,81,89,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1493,1953-1954,Sheffield Weds,15,6,21,70,91,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1494,1953-1954,Sheffield Utd,11,11,20,69,90,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1495,1953-1954,Middlesbrough,10,10,22,60,91,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1496,1953-1954,Liverpool,9,10,23,68,97,28,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1497,1952-1953,Arsenal,21,12,9,97,64,54,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1498,1952-1953,Preston,21,12,9,85,60,54,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1499,1952-1953,Wolves,19,13,10,86,63,51,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1500,1952-1953,West Brom,21,8,13,66,60,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1501,1952-1953,Charlton Ath,19,11,12,77,63,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1502,1952-1953,Burnley,18,12,12,67,52,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1503,1952-1953,Blackpool,19,9,14,71,70,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1504,1952-1953,Manchester Utd,18,10,14,69,72,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1505,1952-1953,Sunderland,15,13,14,68,82,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1506,1952-1953,Tottenham,15,11,16,78,69,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1507,1952-1953,Aston Villa,14,13,15,63,61,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1508,1952-1953,Cardiff City,14,12,16,54,46,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1509,1952-1953,Middlesbrough,14,11,17,70,77,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1510,1952-1953,Bolton,15,9,18,61,69,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1511,1952-1953,Portsmouth,14,10,18,74,83,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1512,1952-1953,Newcastle Utd,14,9,19,59,70,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1513,1952-1953,Liverpool,14,8,20,61,82,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1514,1952-1953,Sheffield Weds,12,11,19,62,72,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1515,1952-1953,Chelsea,12,11,19,56,66,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1516,1952-1953,Manchester City,14,7,21,72,87,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1517,1952-1953,Stoke City,12,10,20,53,66,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1518,1952-1953,Derby County,11,10,21,59,74,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1519,1951-1952,Manchester Utd,23,11,8,95,52,57,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1520,1951-1952,Tottenham,22,9,11,76,51,53,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1521,1951-1952,Arsenal,21,11,10,80,61,53,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1522,1951-1952,Portsmouth,20,8,14,68,58,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1523,1951-1952,Bolton,19,10,13,65,61,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1524,1951-1952,Aston Villa,19,9,14,79,70,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1525,1951-1952,Preston,17,12,13,74,54,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1526,1951-1952,Newcastle Utd,18,9,15,98,73,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1527,1951-1952,Blackpool,18,9,15,64,64,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1528,1951-1952,Charlton Ath,17,10,15,68,63,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1529,1951-1952,Liverpool,12,19,11,57,61,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1530,1951-1952,Sunderland,15,12,15,70,61,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1531,1951-1952,West Brom,14,13,15,74,77,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1532,1951-1952,Burnley,15,10,17,56,63,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1533,1951-1952,Manchester City,13,13,16,58,61,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1534,1951-1952,Wolves,12,14,16,73,73,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1535,1951-1952,Derby County,15,7,20,63,80,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1536,1951-1952,Middlesbrough,15,6,21,64,88,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1537,1951-1952,Chelsea,14,8,20,52,72,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1538,1951-1952,Stoke City,12,7,23,49,88,31,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1539,1951-1952,Huddersfield,10,8,24,49,82,28,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1540,1951-1952,Fulham,8,11,23,58,77,27,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1541,1950-1951,Tottenham,25,10,7,82,44,60,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1542,1950-1951,Manchester Utd,24,8,10,74,40,56,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1543,1950-1951,Blackpool,20,10,12,79,53,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1544,1950-1951,Newcastle Utd,18,13,11,62,53,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1545,1950-1951,Arsenal,19,9,14,73,56,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1546,1950-1951,Middlesbrough,18,11,13,76,65,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1547,1950-1951,Portsmouth,16,15,11,71,68,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1548,1950-1951,Bolton,19,7,16,64,61,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1549,1950-1951,Liverpool,16,11,15,53,59,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1550,1950-1951,Burnley,14,14,14,48,43,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1551,1950-1951,Derby County,16,8,18,81,75,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1552,1950-1951,Sunderland,12,16,14,63,73,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1553,1950-1951,Stoke City,13,14,15,50,59,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1554,1950-1951,Wolves,15,8,19,74,61,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1555,1950-1951,Aston Villa,12,13,17,66,68,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1556,1950-1951,West Brom,13,11,18,53,61,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1557,1950-1951,Charlton Ath,14,9,19,63,80,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1558,1950-1951,Fulham,13,11,18,52,68,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1559,1950-1951,Huddersfield,15,6,21,64,92,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1560,1950-1951,Chelsea,12,8,22,53,65,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1561,1950-1951,Sheffield Weds,12,8,22,64,83,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1562,1950-1951,Everton,12,8,22,48,86,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1563,1949-1950,Portsmouth,22,9,11,74,38,53,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1564,1949-1950,Wolves,20,13,9,76,49,53,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1565,1949-1950,Sunderland,21,10,11,83,62,52,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1566,1949-1950,Manchester Utd,18,14,10,69,44,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1567,1949-1950,Newcastle Utd,19,12,11,77,55,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1568,1949-1950,Arsenal,19,11,12,79,55,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1569,1949-1950,Blackpool,17,15,10,46,35,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1570,1949-1950,Liverpool,17,14,11,64,54,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1571,1949-1950,Middlesbrough,20,7,15,59,48,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1572,1949-1950,Burnley,16,13,13,40,40,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1573,1949-1950,Derby County,17,10,15,69,61,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1574,1949-1950,Aston Villa,15,12,15,61,61,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1575,1949-1950,Chelsea,12,16,14,58,65,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1576,1949-1950,West Brom,14,12,16,47,53,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1577,1949-1950,Huddersfield,14,9,19,52,73,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1578,1949-1950,Bolton,10,14,18,45,59,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1579,1949-1950,Fulham,10,14,18,41,54,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1580,1949-1950,Everton,10,14,18,42,66,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1581,1949-1950,Stoke City,11,12,19,45,75,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1582,1949-1950,Charlton Ath,13,6,23,53,65,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1583,1949-1950,Manchester City,8,13,21,36,68,29,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1584,1949-1950,Birmingham City,7,14,21,31,67,28,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1585,1948-1949,Portsmouth,25,8,9,84,42,58,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1586,1948-1949,Manchester Utd,21,11,10,77,44,53,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1587,1948-1949,Derby County,22,9,11,74,55,53,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1588,1948-1949,Newcastle Utd,20,12,10,70,56,52,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1589,1948-1949,Arsenal,18,13,11,74,44,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1590,1948-1949,Wolves,17,12,13,79,66,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1591,1948-1949,Manchester City,15,15,12,47,51,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1592,1948-1949,Sunderland,13,17,12,49,58,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1593,1948-1949,Charlton Ath,15,12,15,63,67,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1594,1948-1949,Aston Villa,16,10,16,60,76,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1595,1948-1949,Stoke City,16,9,17,66,68,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1596,1948-1949,Liverpool,13,14,15,53,43,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1597,1948-1949,Chelsea,12,14,16,69,68,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1598,1948-1949,Bolton,14,10,18,59,68,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1599,1948-1949,Burnley,12,14,16,43,50,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1600,1948-1949,Blackpool,11,16,15,54,67,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1601,1948-1949,Birmingham City,11,15,16,36,38,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1602,1948-1949,Everton,13,11,18,41,63,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1603,1948-1949,Middlesbrough,11,12,19,46,57,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1604,1948-1949,Huddersfield,12,10,20,40,69,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1605,1948-1949,Preston,11,11,20,62,75,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1606,1948-1949,Sheffield Utd,11,11,20,57,78,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1607,1947-1948,Arsenal,23,13,6,81,32,59,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1608,1947-1948,Manchester Utd,19,14,9,81,48,52,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1609,1947-1948,Burnley,20,12,10,56,43,52,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1610,1947-1948,Derby County,19,12,11,77,57,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1611,1947-1948,Wolves,19,9,14,83,70,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1612,1947-1948,Aston Villa,19,9,14,65,57,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1613,1947-1948,Preston,20,7,15,67,68,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1614,1947-1948,Portsmouth,19,7,16,68,50,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1615,1947-1948,Blackpool,17,10,15,57,41,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1616,1947-1948,Manchester City,15,12,15,52,47,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1617,1947-1948,Liverpool,16,10,16,65,61,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1618,1947-1948,Sheffield Utd,16,10,16,65,70,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1619,1947-1948,Charlton Ath,17,6,19,57,66,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1620,1947-1948,Everton,17,6,19,52,66,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1621,1947-1948,Stoke City,14,10,18,41,55,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1622,1947-1948,Middlesbrough,14,9,19,71,73,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1623,1947-1948,Bolton,16,5,21,46,58,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1624,1947-1948,Chelsea,14,9,19,53,71,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1625,1947-1948,Huddersfield,12,12,18,51,60,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1626,1947-1948,Sunderland,13,10,19,56,67,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1627,1947-1948,Blackburn,11,10,21,54,72,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1628,1947-1948,Grimsby Town,8,6,28,45,111,22,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1629,1946-1947,Liverpool,25,7,10,84,52,57,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1630,1946-1947,Manchester Utd,22,12,8,95,54,56,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1631,1946-1947,Wolves,25,6,11,98,56,56,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1632,1946-1947,Stoke City,24,7,11,90,53,55,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1633,1946-1947,Blackpool,22,6,14,71,70,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1634,1946-1947,Sheffield Utd,21,7,14,89,75,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1635,1946-1947,Preston,18,11,13,76,74,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1636,1946-1947,Aston Villa,18,9,15,67,53,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1637,1946-1947,Sunderland,18,8,16,65,66,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1638,1946-1947,Everton,17,9,16,62,67,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1639,1946-1947,Middlesbrough,17,8,17,73,68,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1640,1946-1947,Portsmouth,16,9,17,66,60,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1641,1946-1947,Arsenal,16,9,17,72,70,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1642,1946-1947,Derby County,18,5,19,73,79,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1643,1946-1947,Chelsea,16,7,19,69,84,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1644,1946-1947,Grimsby Town,13,12,17,61,82,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1645,1946-1947,Blackburn,14,8,20,45,53,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1646,1946-1947,Bolton,13,8,21,57,69,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1647,1946-1947,Charlton Ath,11,12,19,57,71,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1648,1946-1947,Huddersfield,13,7,22,53,79,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1649,1946-1947,Brentford,9,7,26,45,88,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1650,1946-1947,Leeds United,6,6,30,45,90,18,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1651,1938-1939,Everton,27,5,10,88,52,59,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1652,1938-1939,Wolves,22,11,9,88,39,55,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1653,1938-1939,Charlton Ath,22,6,14,75,59,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1654,1938-1939,Middlesbrough,20,9,13,93,74,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1655,1938-1939,Arsenal,19,9,14,55,41,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1656,1938-1939,Derby County,19,8,15,66,55,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1657,1938-1939,Stoke City,17,12,13,71,68,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1658,1938-1939,Bolton,15,15,12,67,58,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1659,1938-1939,Preston,16,12,14,63,59,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1660,1938-1939,Grimsby Town,16,11,15,61,69,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1661,1938-1939,Liverpool,14,14,14,62,63,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1662,1938-1939,Aston Villa,16,9,17,71,60,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1663,1938-1939,Leeds United,16,9,17,59,67,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1664,1938-1939,Manchester Utd,11,16,15,57,65,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1665,1938-1939,Blackpool,12,14,16,56,68,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1666,1938-1939,Sunderland,13,12,17,54,67,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1667,1938-1939,Portsmouth,12,13,17,47,70,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1668,1938-1939,Brentford,14,8,20,53,74,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1669,1938-1939,Huddersfield,12,11,19,58,64,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1670,1938-1939,Chelsea,12,9,21,64,80,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1671,1938-1939,Birmingham,12,8,22,62,84,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1672,1938-1939,Leicester City,9,11,22,48,82,29,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1673,1937-1938,Arsenal,21,10,11,77,44,52,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1674,1937-1938,Wolves,20,11,11,72,49,51,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1675,1937-1938,Preston,16,17,9,64,44,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1676,1937-1938,Charlton Ath,16,14,12,65,51,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1677,1937-1938,Middlesbrough,19,8,15,72,65,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1678,1937-1938,Brentford,18,9,15,69,59,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1679,1937-1938,Bolton,15,15,12,64,60,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1680,1937-1938,Sunderland,14,16,12,55,57,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1681,1937-1938,Leeds United,14,15,13,64,69,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1682,1937-1938,Chelsea,14,13,15,65,65,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1683,1937-1938,Liverpool,15,11,16,65,71,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1684,1937-1938,Blackpool,16,8,18,61,66,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1685,1937-1938,Derby County,15,10,17,66,87,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1686,1937-1938,Everton,16,7,19,79,75,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1687,1937-1938,Huddersfield,17,5,20,55,68,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1688,1937-1938,Leicester City,14,11,17,54,75,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1689,1937-1938,Stoke City,13,12,17,58,59,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1690,1937-1938,Birmingham,10,18,14,58,62,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1691,1937-1938,Portsmouth,13,12,17,62,68,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1692,1937-1938,Grimsby Town,13,12,17,51,68,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1693,1937-1938,Manchester City,14,8,20,80,77,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1694,1937-1938,West Brom,14,8,20,74,91,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1695,1936-1937,Manchester City,22,13,7,107,61,57,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1696,1936-1937,Charlton Ath,21,12,9,58,49,54,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1697,1936-1937,Arsenal,18,16,8,80,49,52,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1698,1936-1937,Derby County,21,7,14,96,90,49,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1699,1936-1937,Wolves,21,5,16,84,67,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1700,1936-1937,Brentford,18,10,14,82,78,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1701,1936-1937,Middlesbrough,19,8,15,74,71,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1702,1936-1937,Sunderland,19,6,17,89,87,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1703,1936-1937,Portsmouth,17,10,15,62,66,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1704,1936-1937,Stoke City,15,12,15,72,57,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1705,1936-1937,Birmingham,13,15,14,64,60,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1706,1936-1937,Grimsby Town,17,7,18,86,81,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1707,1936-1937,Chelsea,14,13,15,52,55,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1708,1936-1937,Preston,14,13,15,56,67,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1709,1936-1937,Huddersfield,12,15,15,62,64,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1710,1936-1937,West Brom,16,6,20,77,98,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1711,1936-1937,Everton,14,9,19,81,78,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1712,1936-1937,Liverpool,12,11,19,62,84,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1713,1936-1937,Leeds United,15,4,23,60,80,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1714,1936-1937,Bolton,10,14,18,43,66,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1715,1936-1937,Manchester Utd,10,12,20,55,78,32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1716,1936-1937,Sheffield Weds,9,12,21,53,69,30,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1717,1935-1936,Sunderland,25,6,11,109,74,56,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1718,1935-1936,Derby County,18,12,12,61,52,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1719,1935-1936,Huddersfield,18,12,12,59,56,48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1720,1935-1936,Stoke City,20,7,15,57,57,47,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1721,1935-1936,Brentford,17,12,13,81,60,46,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1722,1935-1936,Arsenal,15,15,12,78,48,45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1723,1935-1936,Preston,18,8,16,67,64,44,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1724,1935-1936,Chelsea,15,13,14,65,72,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1725,1935-1936,Manchester City,17,8,17,68,60,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1726,1935-1936,Portsmouth,17,8,17,54,67,42,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1727,1935-1936,Leeds United,15,11,16,66,64,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1728,1935-1936,Birmingham,15,11,16,61,63,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1729,1935-1936,Bolton,14,13,15,67,76,41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1730,1935-1936,Middlesbrough,15,10,17,84,70,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1731,1935-1936,Wolves,15,10,17,77,76,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1732,1935-1936,Everton,13,13,16,89,89,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1733,1935-1936,Grimsby Town,17,5,20,65,73,39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1734,1935-1936,West Brom,16,6,20,89,88,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1735,1935-1936,Liverpool,13,12,17,60,64,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1736,1935-1936,Sheffield Weds,13,12,17,63,77,38,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1737,1935-1936,Aston Villa,13,9,20,81,110,35,0,0,0,0,0,0,0.0,0,0,0,0,0,0
